"sex","self_reliance","year"
"Male",0.839844531703408,1970
"Female",0.422296679629111,1970
"Male",0.885367584479132,1980
"Female",0.504529422721318,1980
"Male",0.843054508005786,1990
"Female",0.530293481344616,1990
"Male",0.788067297432364,2000
"Female",0.577432056671563,2000
"Female",0.626168004544565,2010
"Male",0.806704646532294,2010
