"sex","decade","race","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","r_std_g","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Male",1990,"African-American",24403.6032175132,20093.7246302481,28009.4712992294,29131.3754422522,-7193.03468876812,8314.93883179087,0.0957495405403152,0.824627639232884,19286.5010189098,16466.4450916876,19702.1625852643,22547.0643256509,7686.09929877001,-4841.19755838339,371969121.552409,11167.4993713324,10140.2399632094,0.850104762693576,26391527.0585274,-136475312.202441,261885336.408495
"Male",1990,"White",24403.6032175132,20093.7246302481,28009.4712992294,29131.3754422522,-7193.03468876812,8314.93883179087,0.904250459459685,0.853165041213958,24721.1722417198,20315.7489037601,28889.1180654185,29828.5769284043,8381.52557856046,-7442.06671557466,611136357.004779,12107.5310004484,11908.1276104397,0.853343451014975,21978620.9936368,-204630643.420904,428484334.577533
"Female",2000,"African-American",21156.563934408,22177.0262058876,17339.0003225326,32079.1619897805,-6925.04565513892,21665.2073223869,0.137611148902594,0.700822174205749,19394.2390737598,19502.8842913965,16564.8406761628,24135.5878379329,10289.8891723216,-2719.14201055153,376136509.250152,18763.0427318443,12641.0099649491,0.663574488228431,10859082.536923,-121914089.252536,265081502.534536
"Female",2000,"White",21156.563934408,22177.0262058876,17339.0003225326,32079.1619897805,-6925.04565513892,21665.2073223869,0.862388851097406,0.557414002410131,21421.9594622171,22314.5197621266,17462.5327617975,33346.7159059028,23480.3636729949,-7596.18052888963,458900347.200871,27520.5402341046,17210.7652532312,0.556834642532196,-19979614.0704166,-172465280.458869,266455452.671583
"Male",2000,"African-American",30005.4520860117,22611.6805251645,32347.5429183131,34364.2747094895,-9019.38457046134,11036.1163616378,0.104970670226522,0.793495993841104,25232.1315146002,19939.7723334733,25048.6194934409,28897.4319288541,9741.85682821129,-5893.04439279817,636660460.770083,13821.2035786535,14533.7167577549,0.808593533079885,26025557.3935503,-263459966.668916,399226051.494713
"Male",2000,"White",30005.4520860117,22611.6805251645,32347.5429183131,34364.2747094895,-9019.38457046134,11036.1163616378,0.895029329773478,0.802592635633716,30402.0291821864,22819.1719849787,33203.5739536701,35005.4359894797,11187.9094774067,-9386.04744159704,924283378.394514,16669.2067334548,17608.9334605772,0.802748690807591,32662074.1623031,-400147507.754265,556797944.802561
"Female",2010,"African-American",22743.6136219226,24797.021544859,17934.8267719089,32696.4415307065,-5488.4660363351,20250.0807951327,0.146242902796788,0.736119024565408,21120.9253471773,20656.6355200987,16999.9064011421,24024.1938702129,8720.40035456186,-1696.11288549105,446093487.521038,18055.86889135,12043.7942509703,0.695181077132616,18289914.1096244,-143224051.766058,321159349.864605
"Female",2010,"White",22743.6136219226,24797.021544859,17934.8267719089,32696.4415307065,-5488.4660363351,20250.0807951327,0.853757097203212,0.605194354741596,23006.4348877786,25140.5343040851,18094.9724027361,34181.9397781564,22225.0382408418,-6138.07086542148,529296046.245598,27832.299486456,15302.4090143245,0.604536568178641,1785936.98681288,-181041159.969156,350040823.263237
"Male",2010,"African-American",30821.6147720349,25281.5537216699,31310.4185522596,35281.0456738385,-7346.37303901989,11317.0001605988,0.109649033364563,0.812775044431623,26374.7060578643,21772.4025132158,23626.7285439511,28761.2990782333,9749.58566756685,-4615.01513328468,695625119.638743,15001.1157464103,13123.5782012828,0.827776445092415,21956728.3889555,-250853324.192823,466728523.834877
"Male",2010,"White",30821.6147720349,25281.5537216699,31310.4185522596,35281.0456738385,-7346.37303901989,11317.0001605988,0.890350966635437,0.831726121483116,31195.2111413828,25566.0023497576,32256.684927718,36083.969395808,11510.0313252552,-7682.7468571652,973141198.155456,17586.4937856356,15569.2736817143,0.831885801701817,47492266.5983445,-357301240.964707,663332223.789093
