"sex","decade","race","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","r_std_g","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Male",1990,"African-American",24171.4773461806,19951.1074216026,27841.1335464426,28985.801654677,-7106.83324479212,8251.50135302648,0.0957612722265376,0.825823115667247,19498.2874664047,16556.4024066806,19934.5814960458,22683.3618170845,7644.32088262103,-4895.54056158236,380183214.122553,10847.9325750485,10230.1349886328,0.848921804496592,25618414.4376788,-139208176.964861,266593451.595372
"Male",1990,"White",24171.4773461806,19951.1074216026,27841.1335464426,28985.801654677,-7106.83324479212,8251.50135302648,0.904238727773462,0.853098896077253,24465.4861613369,20162.4846011867,28678.4583147985,29653.2466981614,8315.80337032705,-7341.01498696414,598560013.110568,11866.0423782647,11813.3778241623,0.853264607372098,21554818.2587794,-199293952.664904,420820878.704472
"Female",2000,"African-American",20794.4096738302,22241.9001675245,17284.7202620231,31987.0729042062,-6869.53320347813,21571.8858456613,0.137725680894988,0.695976137991894,19507.2349965086,19673.9894735468,16757.2296860789,24205.6663971894,10261.4740195654,-2813.03730845488,380532217.209011,19315.4690615092,13085.822102561,0.656894085132929,14938223.4385689,-128365143.890003,267105296.757577
"Female",2000,"White",20794.4096738302,22241.9001675245,17284.7202620231,31987.0729042062,-6869.53320347813,21571.8858456613,0.862274319105012,0.546184815781387,20991.6481341608,22376.0105535172,17368.973030693,33229.9482696838,23378.4271463098,-7517.45190731901,440649291.388417,27304.1712011223,17077.80695426,0.545562392163149,-19402364.9685306,-164698816.979752,256548109.440125
"Male",2000,"African-American",29830.9249221608,22811.2696637926,32286.4339417463,34369.1842683984,-8949.4127601176,11032.1630867697,0.104814270711724,0.818156074162712,25991.7215396082,20117.9293409538,25138.2833424745,28926.7780652903,9897.56032547077,-6109.06560265492,675569588.592532,13901.120868758,14176.999256932,0.830743109749702,27491319.4505847,-275247409.903379,427813498.139737
"Male",2000,"White",29830.9249221608,22811.2696637926,32286.4339417463,34369.1842683984,-8949.4127601176,11032.1630867697,0.895185729288276,0.798330220312217,30138.1625941046,23022.303926072,33123.386729852,35006.4172117221,11165.0098883688,-9281.97940649864,908308844.548686,16397.763870834,17574.0458853253,0.798485115976146,31751516.5698352,-386138986.441175,553921374.677345
"Female",2010,"African-American",23032.7300486901,25017.7948092045,18015.6373076138,32782.7267160454,-5547.55599099726,20314.6453994289,0.146272801237845,0.737463626397109,21138.2401593422,20876.5532498763,16903.0560017097,23936.5668956466,8689.00361633465,-1655.49272239773,446825197.034026,17903.8015406294,12133.7219054393,0.698584255493629,15970131.5951874,-137357352.799548,325437975.829665
"Female",2010,"White",23032.7300486901,25017.7948092045,18015.6373076138,32782.7267160454,-5547.55599099726,20314.6453994289,0.853727198762155,0.607106435136045,23336.7273568954,25352.6305607461,18206.2607110328,34298.3778268493,22306.5172670074,-6214.40015119085,544602843.73007,28043.677010727,15578.9775410036,0.606491656940694,3829143.86881922,-189239027.228508,359192960.370372
"Male",2010,"African-American",31060.3115624982,25403.2464213955,31428.3846583094,35356.329002365,-7426.28411853209,11354.2284625877,0.109643132297371,0.812790349468063,25904.5752260895,21421.5548085218,23377.7507397426,28561.6022948158,9722.31122958945,-4538.45967451618,671047017.644127,15056.282440802,12928.3422487158,0.829576882715631,25225121.7118997,-245241543.837205,451030595.518821
"Male",2010,"White",31060.3115624982,25403.2464213955,31428.3846583094,35356.329002365,-7426.28411853209,11354.2284625877,0.890356867702629,0.832756287960361,31495.3589270302,25727.5488936326,32419.7812003372,36193.0666593031,11555.1911591946,-7781.90570022867,991957633.942464,17605.2467022356,15770.5019512317,0.832926876291223,49459134.2742184,-366635691.553381,674781076.663285
