"sex","decade","region","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","r_std_g","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Male",1990,"Not South",24236.1110238976,19972.4736049584,27774.2736459686,28945.128833316,-7080.33601458573,8251.19120193308,0.665644888874028,0.855621265627791,24965.8700700968,20503.1408404646,28794.5127611404,29804.3755269392,8349.8793137118,-7340.01654791302,623294668.356957,12090.6148002923,12037.4698691219,0.855867646335393,24331974.3538242,-209652298.57225,437974344.138533
"Male",1990,"South",24236.1110238976,19972.4736049584,27774.2736459686,28945.128833316,-7080.33601458573,8251.19120193308,0.334355111125972,0.846668681823224,22577.3485073128,18755.2950174862,25743.1488632296,27234.5129316596,8054.71974086609,-6563.35567243608,509736665.620659,11166.119575804,11046.4673656737,0.847915984003457,19556724.8252381,-170775912.739334,358517477.70657
"Female",2000,"Not South",20797.4215614499,22264.5841825202,17220.6887762453,31982.2781535752,-6904.09671826536,21665.6860955953,0.647953425551704,0.553272649556385,21428.2064516376,22575.3966664848,17588.5452282542,32679.8260483121,22236.2871962897,-7145.00637623178,459168031.734005,27225.1311017209,17124.1969964633,0.553457365350128,-17445071.3388954,-174077172.046307,267645788.348793
"Female",2000,"South",20797.4215614499,22264.5841825202,17220.6887762453,31982.2781535752,-6904.09671826536,21665.6860955953,0.352046574448296,0.570564356199973,19565.7720626604,21622.6065431027,16543.6367453769,30698.4180603775,20615.4757977166,-6460.6944827161,382819436.407981,26055.5106806447,15954.3844396771,0.571270377285809,-4662433.25828483,-136772340.044662,241384663.105037
"Male",2000,"Not South",29962.3098128037,22857.7990942705,32282.403217319,34325.5360852877,-8959.39902510798,11002.5318930767,0.65597157220553,0.800472283474871,30559.2690426262,23238.0490023815,33072.0866693625,34981.1652352983,11073.3188395799,-9164.24027364417,933868924.419612,16467.2666657754,17732.9042257245,0.800615400193945,29931719.3613539,-395355024.245556,568445619.535408
"Male",2000,"South",29962.3098128037,22857.7990942705,32282.403217319,34325.5360852877,-8959.39902510798,11002.5318930767,0.34402842779447,0.804914443784546,28730.4071315476,22061.2635425646,30776.6849285644,33075.4240318352,10867.5598360084,-8568.8207327376,825436293.944482,15613.1725851323,16509.3289803274,0.805484857672348,35720875.6915592,-350978985.505215,510178184.13085
"Female",2010,"Not South",23193.3657759486,25149.3921205087,18077.4786774728,32952.1450920768,-5691.63896102853,20566.3053756325,0.624830440589884,0.617993922836283,23849.127085218,25594.7777835749,18576.5688201155,33984.8948551007,21334.7104361066,-5926.38440112133,568780862.72688,27927.7557510051,15934.5895768351,0.618199820157709,9718786.75086727,-201268058.265672,377231591.212055
"Female",2010,"South",23193.3657759486,25149.3921205087,18077.4786774728,32952.1450920768,-5691.63896102853,20566.3053756325,0.375169559410116,0.62063174113786,22033.2923573358,24292.7250036257,17246.2632819279,31232.1401682661,19286.5563649655,-5300.67947862737,485465972.103834,26582.4741617347,14285.8528690653,0.621304391295729,9085399.12478809,-162359031.058198,332192340.170432
"Male",2010,"Not South",31222.9493854108,25556.0091817118,31495.6978537988,35389.3582797327,-7513.26974905766,11406.9301749915,0.636539618750933,0.82908814485318,32197.3178964148,26245.3681815009,32298.7463151008,36335.1865636667,11725.0189296386,-7688.57868107269,1036667279.7228,18061.4523672097,16332.9027368172,0.829190674785009,49908967.2412414,-385971508.342557,700604738.62145
"Male",2010,"South",31222.9493854108,25556.0091817118,31495.6978537988,35389.3582797327,-7513.26974905766,11406.9301749915,0.363460381249067,0.84064326461963,29386.6868112704,24213.2838646447,30089.2937785074,33732.8994019034,10849.8513156225,-7206.24569222652,863577361.743694,16681.8314768132,14282.9740196967,0.840986874364564,52736687.2608861,-318155855.962777,598158193.041801
