"sex","decade","region","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","r_std_g","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Female",1970,"Not South",8858.92476015655,12094.5158497717,5464.2044202731,20684.0107504918,-2584.53810651838,17804.3444367371,0.701814799576631,0.366966669760952,9166.89613754952,12083.3867804617,5554.82328576259,21474.9926437162,18599.8790202588,-2679.70966230519,84031984.7966202,15473.6590870913,7125.49667785637,0.366810749086336,-24993563.0597522,-18390568.9929868,40647852.7438819
"Female",1970,"South",8858.92476015655,12094.5158497717,5464.2044202731,20684.0107504918,-2584.53810651838,17804.3444367371,0.298185200423369,0.380192504799983,8084.14235194571,11915.5131577558,5250.92200105487,18822.3395539541,15931.9579349997,-2360.54038210052,65353357.5665222,15021.7897825321,6878.34650685496,0.379575898566009,-13460127.7898292,-15270538.6894617,36622691.0872314
"Male",1970,"Not South",15772.5058627479,12448.9497024624,22321.7041589964,22277.5349796654,-3697.76343797581,3653.59425864481,0.708512918311131,0.860187582017998,15705.2938665646,12392.0379413147,23219.7796734878,22993.7677572259,3585.83973691297,-3811.85165317487,246656255.435152,6473.99014521276,7152.24249313658,0.860647996301683,955248.620744325,-80201282.903854,167410221.152029
"Male",1970,"South",15772.5058627479,12448.9497024624,22321.7041589964,22277.5349796654,-3697.76343797581,3653.59425864481,0.291487081688869,0.864763989691392,15722.6865812561,12415.4615350049,20138.7665826574,20536.5995924805,3818.28407488936,-3420.45106506635,247202873.33241,6291.07857844339,7054.15500486797,0.867345910688434,1047894.08416533,-79445022.6075367,168805744.809034
"Female",1980,"Not South",11930.4676014568,14285.7591102686,7622.96021205071,19416.1872547096,-3423.0757856173,15216.3028282762,0.673520993817065,0.494085483586538,12475.3178558924,14539.1398156834,7803.57249036131,19849.0404737348,15502.4289232284,-3456.96093985495,155633555.605549,18966.8088465305,10427.3548539311,0.494245701778101,-16041627.8365298,-49974509.7900663,89617417.9789566
"Female",1980,"South",11930.4676014568,14285.7591102686,7622.96021205071,19416.1872547096,-3423.0757856173,15216.3028282762,0.326479006182935,0.468855303285159,10709.956097238,13705.4905578211,7250.35995635415,18523.2179527527,14626.0292481084,-3353.17125170984,114703159.604766,18388.0053630277,9798.33725084803,0.469841018432538,-6631290.23610889,-39250848.889635,68821020.4790202
"Male",1980,"Not South",21864.8745086831,15488.5996382586,21754.2989757856,21140.6976139809,-5096.10564553549,4482.50428373084,0.676485249253655,0.877937200264553,22247.4785235617,15774.5241896908,22287.55281525,21555.1953779938,4416.09926198231,-5148.45669923846,494950300.65634,7750.18826104533,11340.210962956,0.878011697649947,16297738.9254284,-203141783.955949,308106255.625815
"Male",1980,"South",21864.8745086831,15488.5996382586,21754.2989757856,21140.6976139809,-5096.10564553549,4482.50428373084,0.323514750746345,0.882127755306923,20999.1946680721,14835.975721007,20639.2389803037,20273.962410852,4621.36044897713,-4986.63701842887,440966176.707589,7644.6393483748,10493.6218728844,0.882479887005191,14509869.9106467,-180654841.007379,274821205.610844
"Female",1990,"Not South",16039.387169933,19124.302953306,13092.4501446774,26660.4566525109,-5224.32365450895,18792.3301623425,0.658077676563477,0.523547895437045,16552.2129888264,19336.0511218745,13509.4040020699,27544.0889275343,19477.0164166036,-5442.33149113912,273975754.827474,22309.5779889652,12085.1016488258,0.523985818227532,-20034381.5355109,-86377546.6202948,167563826.671671
"Female",1990,"South",16039.387169933,19124.302953306,13092.4501446774,26660.4566525109,-5224.32365450895,18792.3301623425,0.341922323436523,0.50707686222153,14970.8367472455,18592.6215169334,12289.96371165,24959.7818657949,17474.5550172437,-4804.73686309886,224125952.912676,21075.5287333222,11536.9359006712,0.509120686523949,-12296629.6343536,-70685948.475051,141143374.803273
