"sex","decade","race","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","r_std_g","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Female",1970,"African-American",8840.07497601849,12052.8487216125,5459.46882626192,20690.3578170992,-2585.11208605448,17816.0010768917,0.104009517848282,0.635078419962676,7578.27798731648,9037.0847800494,5777.95363805813,13633.9777903134,8103.86126258826,-247.837110332975,57430297.2530456,9409.15552024212,5554.99997777371,0.474260337072989,5179428.6263292,-19116036.9279006,43493688.9514746
"Female",1970,"White",8840.07497601849,12052.8487216125,5459.46882626192,20690.3578170992,-2585.11208605448,17816.0010768917,0.895990482151718,0.359765917915017,8974.38943133769,12091.5132500015,5422.49806331657,21509.4855857086,18943.4181638846,-2856.43064149253,80539665.6653056,15447.9239888657,7083.63470903041,0.358661718899555,-24265653.4351911,-17234391.8623914,39039620.3677236
"Male",1970,"African-American",15701.8854391587,12425.5966875089,22347.1777556537,22297.9253508037,-3702.7928747552,3653.54046990523,0.0854194732933232,0.82219447046371,10387.6896698998,9537.03284552115,14535.2990675152,16402.3965520107,4053.55677619705,-2186.45929170158,107904096.678143,6043.55647373391,5312.17236937283,0.874983780734959,10503900.5651835,-36955051.2111691,81452946.0321563
"Male",1970,"White",15701.8854391587,12425.5966875089,22347.1777556537,22297.9253508037,-3702.7928747552,3653.54046990523,0.914580526706677,0.861533642672338,15914.4134321441,12520.9025475199,23076.7871705566,22848.5526056742,3616.17997381504,-3844.41453869749,253268554.889208,6455.70480028653,7200.38161675296,0.861810754877052,37557.293687693,-81634489.2906683,171671622.892222
"Female",1980,"African-American",11745.4637256033,14253.5185635811,7586.28667105508,19443.6356929007,-3367.26580884842,15224.614830694,0.116076256256409,0.703132954953728,11552.0210033793,11891.5015642511,7803.60991300432,13932.6691831788,6417.01080117875,-287.951531004287,133449189.262516,11312.8478949754,8428.95007844838,0.629924022543889,9464516.28126802,-46323715.695486,96589989.8482981
"Female",1980,"White",11745.4637256033,14253.5185635811,7586.28667105508,19443.6356929007,-3367.26580884842,15224.614830694,0.883923743743591,0.464491071725759,11770.4333844407,14379.2549741833,7557.74793284206,20167.3320132346,16381.2233159522,-3771.63923555969,138543102.057555,19099.1878769405,10404.5982478562,0.463780653021176,-15495489.7417509,-44432469.2601328,78615143.0556813
"Male",1980,"African-American",21630.187016503,15322.63203972,21789.1074842229,21165.8869262589,-5088.1553339356,4464.93477597161,0.0895902138552913,0.854650888450241,16336.3871283496,12396.0711356905,15377.6730679129,16817.6104770171,4477.03981928719,-3037.10241018295,266877544.407305,7093.23625493838,8897.73262799062,0.871657633098217,19262729.6736552,-113067472.133048,173072801.947914
"Male",1980,"White",21630.187016503,15322.63203972,21789.1074842229,21165.8869262589,-5088.1553339356,4464.93477597161,0.910409786144709,0.882025342418497,21981.9448222641,15515.3255749244,22420.034116623,21593.7854648271,4463.74356138245,-5289.99221317836,483205898.169065,7728.32992728441,11059.2779762256,0.882118100814205,15189148.1031839,-197574101.995972,300820944.276334
"Female",1990,"African-American",15851.063877375,18973.7007344145,13074.2931931915,26705.3861055691,-5277.38992759951,18908.4828399771,0.127498368338373,0.684827357498488,14197.9299886164,15542.1224768844,12000.0253766414,18764.3030013075,8368.45320937845,-1604.17558471233,201581215.961653,14907.3935479419,9530.60121156631,0.642421541443054,12658130.4205233,-63121255.447787,151118090.934387
"Female",1990,"White",15851.063877375,18973.7007344145,13074.2931931915,26705.3861055691,-5277.38992759951,18908.4828399771,0.872501631661627,0.501566787836577,16072.5265994639,19150.790300733,13231.2755858865,27865.8138937723,20448.6938050617,-5814.15549717595,258326111.290473,22455.3677415502,11881.5501499495,0.501215359093794,-22713128.0739009,-81229930.180119,154383053.036464
