"sex","decade","region","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","r_std_g","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Male",1990,"Not South",24482.7292107509,20077.7102353699,27971.8089808984,29107.2731702465,-7160.27429210085,8295.73848144896,0.665659657819338,0.857731085130244,25087.5672702551,20414.7790624873,28973.6732315996,29932.3377208248,8373.42979692898,-7414.76530770383,629386031.539575,12239.8084278314,11940.7450955608,0.857960238725396,21885355.6391901,-211978285.12398,439293102.054799
"Male",1990,"South",24482.7292107509,20077.7102353699,27971.8089808984,29107.2731702465,-7160.27429210085,8295.73848144896,0.334340342180662,0.838690478663199,23103.2907963045,19284.8624345326,25977.1331067472,27464.5991727424,8141.05785230127,-6653.59178630608,533762045.618608,11286.381078968,11626.4092083469,0.839867620410046,18286537.5510886,-178375253.037303,373673330.132394
"Female",2000,"Not South",20753.8515230367,22103.1618990772,17192.900977013,31998.6390750001,-6899.26532608022,21705.0034240672,0.647995676359128,0.559477241514908,21408.5995502929,22432.6925877114,17589.8615496715,32729.0435708225,22274.8344152246,-7135.65239407363,458328134.704803,27201.6908939974,17107.8918865918,0.559688122040622,-16705499.4224994,-172932273.19933,268690362.082955
"Female",2000,"South",20753.8515230367,22103.1618990772,17192.900977013,31998.6390750001,-6899.26532608022,21705.0034240672,0.352004323640872,0.563624502992992,19470.4046817966,21418.7611668451,16462.1465018773,30654.0562858152,20656.0162562217,-6464.10647228382,379096658.472926,26135.550653256,15767.0525145011,0.564471268962681,-9246372.76259561,-134800861.455023,235049424.255301
"Male",2000,"Not South",29753.2984961247,22558.9872900099,32256.3499469523,34269.1475909383,-8940.21911310573,10953.0167570918,0.655936290187309,0.801757849759297,30358.8003309802,22959.7719522991,33040.6938424092,34947.7817567734,11054.5415873073,-9147.45367294316,921656757.536321,16408.1592579823,17627.2678373659,0.801903578499882,32715520.785501,-395522096.437872,558850181.883965
"Male",2000,"South",29753.2984961247,22558.9872900099,32256.3499469523,34269.1475909383,-8940.21911310573,10953.0167570918,0.344063709812691,0.804063295154404,28504.3806027256,21716.3466621609,30761.0465762563,32975.3733147308,10759.4659157963,-8545.13917732185,812499713.545038,15496.2681063418,16400.4666242786,0.80465352106576,32819511.806777,-347595192.464922,497724032.886898
"Female",2010,"Not South",23118.8678574741,25103.3816534102,18120.5778442606,32985.0244655685,-5750.96025984064,20615.4068811485,0.624835817742598,0.619919648846352,23786.1296273848,25488.1122135288,18636.0227233953,33990.3722953223,21344.968099932,-5990.61852800493,565779962.650753,28007.3708881716,15682.9999681354,0.620146467873964,10619452.284836,-200564733.448146,375834681.487423
"Female",2010,"South",23118.8678574741,25103.3816534102,18120.5778442606,32985.0244655685,-5750.96025984064,20615.4068811485,0.375164182257401,0.612255023245317,21936.1014990192,24357.653854661,17262.1045736582,31310.6179976051,19400.3229198042,-5351.80949585733,481192548.975274,26895.6907126313,14307.9063338872,0.61302819169078,6630708.68864222,-160688071.744934,327135185.918995
"Male",2010,"Not South",31382.3850611115,25665.2749812888,31526.6881801486,35460.0067720165,-7560.17913923256,11493.4977311005,0.636525180135485,0.830813889481906,32170.2827891212,26240.5690288141,32261.6454341611,36362.1529793537,11837.143210156,-7736.63566496343,1034927094.73203,18233.4440723891,16178.4927230108,0.830891492294507,49294800.5947682,-382876620.320463,701345275.00631
"Male",2010,"South",31382.3850611115,25665.2749812888,31526.6881801486,35460.0067720165,-7560.17913923256,11493.4977311005,0.363474819864515,0.841167713760433,29909.8421151776,24546.1971302541,30239.6147078333,33880.1482900786,10891.6981331529,-7251.1645509076,894598655.354851,16815.0465273531,14496.1652598969,0.841416069376988,49601350.3483894,-326637482.145028,617562523.55822
