"sex","decade","fam_structure","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Female",1970,"Married or cohabiting:One earner",8841.07122553831,12106.4505592767,5463.29823962915,20684.7189003838,-2585.22445941864,17806.6451201733,0.407880825001165,-0.013738334574761,1722.67677945812,11884.2562485591,193.556735060931,20326.1745672671,22856.5762869109,-2723.95845470475,2967615.28648422,15463.0336845929,6042.81717608014,-4424044.39696576,1175167.86475217,-281261.245729335
"Female",1970,"Married or cohabiting:Two earners",8841.07122553831,12106.4505592767,5463.29823962915,20684.7189003838,-2585.22445941864,17806.6451201733,0.410776049912379,0.59306750258236,7424.42302276756,11626.6734973155,7995.8030972751,23957.3103174334,20653.3120160624,-4691.80479590411,55122057.221001,13101.4700188785,6587.58289541097,19723558.213047,-23651232.4822662,51194382.951785
"Female",1970,"Married or cohabiting:Zero earners",8841.07122553831,12106.4505592767,5463.29823962915,20684.7189003838,-2585.22445941864,17806.6451201733,0.00831606728870594,NA,0,9697.30688559595,0,8254.24979499842,0,8254.24979499842,0,0,9697.30688559595,NA,NA,NA
"Female",1970,"Not married or cohabiting:One earner",8841.07122553831,12106.4505592767,5463.29823962915,20684.7189003838,-2585.22445941864,17806.6451201733,0.133394032794528,0.845697142445384,13642.174844256,10696.1632940988,15741.8266970505,16532.6512683972,0,790.824571346709,186108934.481251,0,7328.73793630119,NA,-62705712.5031028,123403221.978146
"Female",1970,"Not married or cohabiting:Zero earners",8841.07122553831,12106.4505592767,5463.29823962915,20684.7189003838,-2585.22445941864,17806.6451201733,0.0396330250032216,NA,0,7051.28217608488,0,7038.89818746022,0,7038.89818746022,0,0,7051.28217608488,NA,NA,NA
"Male",1970,"Married or cohabiting:One earner",15892.4814342693,12470.7801899414,22324.480714002,22278.779281898,-3698.8552307363,3653.15379863235,0.442745998994968,0.920932227895756,15461.2088058453,11881.7304652428,22849.3589826909,20322.7898715505,194.540255114216,-2721.10936625462,239048977.73795,1727.06187913385,6042.8861989149,-4445120.24233246,-65423159.2743296,169180698.221291
"Male",1970,"Married or cohabiting:Two earners",15892.4814342693,12470.7801899414,22324.480714002,22278.779281898,-3698.8552307363,3653.15379863235,0.445972954330879,0.838996713023762,13097.7430101501,11622.4910736584,20645.9802620742,23954.4213172427,7998.29192420176,-4689.85086903333,171550871.959935,7423.74084063725,6584.77701311046,19692096.3263871,-63523840.0334235,127719128.252896
"Male",1970,"Married or cohabiting:Zero earners",15892.4814342693,12470.7801899414,22324.480714002,22278.779281898,-3698.8552307363,3653.15379863235,0.00904365088469821,NA,0,9687.83136011813,0,8244.1112235299,0,8244.1112235299,0,0,9687.83136011813,NA,NA,NA
"Male",1970,"Not married or cohabiting:One earner",15892.4814342693,12470.7801899414,22324.480714002,22278.779281898,-3698.8552307363,3653.15379863235,0.0962698261705002,0.912270716152202,23648.3415905966,15846.1500731149,31167.290433947,25721.7663815894,0,-5445.52405235761,559244059.98554,0,11252.7636000277,NA,-217384138.241983,341859921.743558
"Male",1970,"Not married or cohabiting:Zero earners",15892.4814342693,12470.7801899414,22324.480714002,22278.779281898,-3698.8552307363,3653.15379863235,0.00596756961895444,NA,0,10416.8178875062,0,7898.44017110503,0,7898.44017110503,0,0,10416.8178875062,NA,NA,NA
