"sex","decade","fam_structure","sigma_x","sigma_y","mu_x","mu_y","mu_other","mu_pn","pi_g","r_g","sigma_gx","sigma_gy","mu_gx","mu_gy","mu_g_pn","mu_g_oth","var_xg","sigma_gpartner","sigma_gother","cov_xg_partnerg","cov_xg_otherg","cov_xg_yg"
"Female",1970,"Married or cohabiting:One earner",8887.26347342994,12052.5278056767,5465.54842371999,20678.0001924828,-2574.75480672158,17787.2065754844,0.407880825001165,-0.0140166689930026,1722.67677945812,11852.6141883829,193.556735060931,20320.4874116407,22846.6134269369,-2719.68275035709,2967615.28648422,15388.9378777462,5979.53411049402,-4422116.01826664,1168305.25522727,-286195.476555127
"Female",1970,"Married or cohabiting:Two earners",8887.26347342994,12052.5278056767,5465.54842371999,20678.0001924828,-2574.75480672158,17787.2065754844,0.410776049912379,0.599010739763316,7522.80811084384,11504.2485974563,7999.62198715462,23944.7907602649,20615.8831417487,-4670.71436863835,56592641.8725779,12410.4376015252,6139.55643303378,19523667.7699132,-24275371.6374766,51840938.0050181
"Female",1970,"Married or cohabiting:Zero earners",8887.26347342994,12052.5278056767,5465.54842371999,20678.0001924828,-2574.75480672158,17787.2065754844,0.00831606728870594,NA,0,9748.00415824133,0,8260.11046997589,0,8260.11046997589,0,0,9748.00415824133,NA,NA,NA
"Female",1970,"Not married or cohabiting:One earner",8887.26347342994,12052.5278056767,5465.54842371999,20678.0001924828,-2574.75480672158,17787.2065754844,0.133394032794528,0.846918509152813,13695.0652976525,10765.2158805716,15746.9354382498,16537.8640496408,0,790.928611391034,187554813.506966,0,7329.51078772419,NA,-62693334.4695106,124861479.037453
"Female",1970,"Not married or cohabiting:Zero earners",8887.26347342994,12052.5278056767,5465.54842371999,20678.0001924828,-2574.75480672158,17787.2065754844,0.0396330250032216,NA,0,7051.14343024214,0,7038.8885083738,0,7038.8885083738,0,0,7051.14343024214,NA,NA,NA
"Male",1970,"Married or cohabiting:One earner",15593.7787822203,12414.5768612758,22305.2002122009,22271.792307963,-3688.26289500434,3654.85499076644,0.442745998994968,0.921633966185782,15387.1696811837,11850.109960753,22839.4055293136,20317.1080855448,194.540255114216,-2716.83769888299,236764990.797539,1727.06187913385,5979.66189487054,-4443183.89492235,-64271389.5855204,168050417.317098
"Male",1970,"Married or cohabiting:Two earners",15593.7787822203,12414.5768612758,22305.2002122009,22271.792307963,-3688.26289500434,3654.85499076644,0.445972954330879,0.842667425715698,12407.2858704486,11500.1579992119,20608.5937909603,23941.9159434899,8002.10648765806,-4668.78433512847,153940742.671033,7522.02284780823,6137.06535645601,19492553.1934428,-53196664.0360892,120236631.828384
"Male",1970,"Married or cohabiting:Zero earners",15593.7787822203,12414.5768612758,22305.2002122009,22271.792307963,-3688.26289500434,3654.85499076644,0.00904365088469821,NA,0,9738.44268337587,0,8249.95552969343,0,8249.95552969343,0,0,9738.44268337587,NA,NA,NA
"Male",1970,"Not married or cohabiting:One earner",15593.7787822203,12414.5768612758,22305.2002122009,22271.792307963,-3688.26289500434,3654.85499076644,0.0962698261705002,0.916548741021291,23510.9706766241,15908.059350376,31185.9848151898,25732.7025049934,0,-5453.28231019645,552765742.15708,0,10964.8586455993,NA,-209963757.489983,342801984.667099
"Male",1970,"Not married or cohabiting:Zero earners",15593.7787822203,12414.5768612758,22305.2002122009,22271.792307963,-3688.26289500434,3654.85499076644,0.00596756961895444,NA,0,10416.8178875062,0,7898.44017110503,0,7898.44017110503,0,0,10416.8178875062,NA,NA,NA
